Review,label
"I love the curated playlists! They introduced me to new music I love and tracks by my favorite artists that I had not known of. I don't like that you can't download individual songs or just listen to all of your downloaded music as a group, regardless across different playlists or albums.",1
"It is a very nice all but I can't find the option ""canvas"" and I have the latest version of Spotify",0
Great selection of music & pod casts. Love that they support freedom of speech,1
Music player,1
When ever I search for a song it's say that i am offline but i am online but still it's show that you are offline ðŸ˜¡ðŸ˜¡,0
Love my music I've enjoyed the podcast as well I use prepaid card enjoyed my subscription plan even whenever I run out I still enjoyed there setup better than most apps.,1
This so sux I can't even play the liked video if I click it's going to change idk it's bug but I think it's not so don't download this. This app so super ultra sux app,0
This app is very nice to kidsmenwomans,1
This is the best music app i have experience,1
I love Spotify its great but whenever i put a 1 hour song and it ends it always starts another one and i can't listen the song for 1 hour but i love this app.,1
Bring back the music bar so i can change songs or play/pause. It's been glitchy lately where it will stop randomly or just quit by itself. Go back to the previous update. Otherwise would be 5 â˜†,0
"Love the app. However, I've been getting some glitches where the song bar does not appear at the bottom om the screen.",0
It's a good service and I'm on premium. But it's so sad to see there some disturbing content like Joe Rogan's podcast.,0
Great,1
I HATE the new update i can't listen to my playlist from the start and i have to hear songs i don't wanna listen now and ads!?! There weren't ads when i used it. No it's not easy to use anymore bc of the new stupid update,0
Pretty good apps for better quality musics,1
Annoying algorithm that replays things I used to enjoy. Hardly any divergence espically for people who only get music from the application from my observation. While this puts emphasis on exploration i prefer discovery to be effecinet. My understanding on this topic isn't high but is it not possible to create additional ones with different logics? Other than that it is a decent music streaming service.,0
"Can't keep track of podcast listening progress. Randomly starts playing full blast while I am at work. I am tired of being embarrassed, uninstalled.",0
"Update- love spotify in general but the app is super glitchy on phone and computer. It constantly turns off or doesn't show that music is on when it's playing Still true- Friends told me about this for a long time before I actually downloaded it. Now I can't believe I waited so long because the more you use Spotify the more it learns about your interests. I've made many Playlist and like many genres of music, podcasts and even books! So if you like exploring music this is super user friendly!",0
AMazing,1
Mobile app is pretty ok. The TV app is laggy.,0
I have installed in my android tv but whenever i play it the tv hangs and there is no problem with the apps even though i update the spotify on time,0
"I don't know what happend but I can't see my songs in the Playlist without editing and I have a Playlist of melanie martinez and the first song is crybaby, instead of the first song it comes in a song that I don't don't know, idk if this is an update but I hate it because I can't even listen to it anymore, I think I might download a new music app.",0
"After the update I cannot like songs or download songs and play lists... I have a galaxy note 8, I have been to the support page but there are no solutions to this problem... I used spotify everyday but ever since this problem I found myself using it less",0
I love the app but it's hard to put songs in a playlist when it keeps going back to the first song then you forgot what songs you added so you have to start all over,0
"Over ads. Advertisement too much. One song , one advertisement. It's irritate",0
I found my favorite songs and bands,1
"Absolutely loved Spotify when I was paying for it. Recently reviewed my finances and decided to cut some unnecessary payments out. Didn't realize how awful the ads were. Sometimes I have to switch to a different music app because they get so unbearable. However, Spotify is phenomenal ðŸ‘Œ with making personalized playlists.",1
Because I like it but when I want to play the song I want it put a different song and it's glitch so I don't recommend this app a lot.ðŸ˜¶â€ðŸŒ«ï¸,0
"Constantly randomly stopping, disconnects from my speaker or car, no longer stops when headphones are unplugged. The currently playing no longer shows what's currently playing and the play/pause button does not always work. The last update destroyed the usability of this app. 10/10 would not reccomend there are apps that work out there. The above review still stands 2 years later and the issues with an unreliable app have only gotten worse. Considering stopping my subscription.",0
I am using this app on Google pixel 4a and when I m connecting to my Bluetooth device it's showing data corrupt and the mobile is shutting down. Please do fix this bug,0
Great app and amazing wide variety of content. Ads are not too loud or frequent in free use. Price of premium is very fair and totally worth it!,1
Spotify does what I always wanted You tube to figure out.,1
I have been wasting so much time on other apps. I really enjoy listening and searcging for my music so much better now. The playlist that are made just for me by them are as accurate as a friend would know you. Love it!,1
"Only music app I use. It's great! Sometimes the adds can get annoying, but that can easily be bypassed with premium. All in all I love it!",1
"Today something good happend , Spotify gave no ads for 4hrs straight . I dont have a premium membership. Good spotify keep going",0
spotify is by far the best way to listen to the music you love to stream and its free and premium allows you to keep your downloads and listen to them offline with premium amazing,1
The now playing bar keeps disappearing! Have to restart the app,0
"Would get a better a review of not for their casting issues. Casting video seems to work for about 10 seconds then buffers for infinity, however casting my screen works just fine.",1
"Review has moved from five stars to one. 6yr premium customer, miss 1 payment, my account is removed from Spotify and all music lost. no contact number. Will be using competitors apps.",0
"Very specific choices when I'm looking for music, not left guessing or getting low quality copies",0
I can't use this app any more! Not only does it frequently crash in the middle of my favorite songs it glitches so I can't unlike songs and I have to completely uninstall and re-install the app. I then have to re-sign in just to add on/take a song out of my liked songs! It's a hassle and is so time consuming but other than that great app.,0
Every time you go to listen to a song it plays recommended songs you didnt add and I find that mechanic annoying because it plays songs in your playlist,0
"Really poor app. Constantly shows it in my notifications panel, even when I close it repeatedly. Struggling to clear the notifications on my Tab s7 and my Note 10 plus, they just return after a while.",0
"I really like Spotify, I don't have proplem with ads but shuffle and only 6 skips per hour is sooooo annoying! I neither want to pay for Spotify premium nor switch to another app, and this makes Spotify really hard to use.",0
The android app won't sync with the local files i have on my own phone.,0
Great quality of audio and also the fact that the team gives us a lot of flexibility like creating playlists and moving tracks to it and many more make it a sure to recommend app.,1
There's a free trial. I pay monthly. Works really well and gives you lyrics to most songs. You're also able to adjust things like if a song fades into the next and make your own Playlist. Love this a lot.,1
"Good app, i can put in any song from any human, never tryed downloading any of my songs, just try it, you be hooked, cheers spotify",1
"Used to be incredible, but the so called enhancements have made it almost unusable. Playback suddenly stops without warning, the app crashes repeatedly and its now impossible to refresh playing from liked songs or playlists. I really hope this gets fixed otherwise I'll have to look at alternatives.",0
"Last few months, during every song 1 - 4+ times, dead air for a second or more! So annoying and frustrating. I can't listen anymore! Have high speed internet and no other apps or devices do this! And it's at several different places, house, cottage, cars, etc. It's Spotify for sure, as other music apps having no issues. Need it fixed, or need to delete.",0
It's good but there are lots of ads..........ðŸ™‚ðŸ™,1
App keeps glitches and will stop playing in the middle of a Playlist maybe 10 15 mins in. Doesn't even show the song playing on the bottom of the screen. Not sure if I'm gonna keep paying for premium. It's Especially annoying during workouts fixes by re downloading but that's annoying too !,0
i want to subscribe to spotify premium but i don't have a f**king credit card . pardon my french .,0
In my opinion I think that Spotify its the best app bc I can listen to music and I dont need to have my phone on,1
App continues to ask me for Bluetooth permission despite me granting it everytime it asks. Problem has been going on daily for weeks.,0
I am so happy with the Spotify Music App. To be honest I would be lost with out it.,1
"easy to use, update many songs",0
"Have downloaded music for when I have no service or wifi as my work requires me to be in dead zones a lot. Sadly even though it's downloaded and essentially in offline mode. I still can't use any of my downloaded music cause the app itself refuses to load. Used to not be like this but past few months to a year it has been. Let alone shuffle just shutting off or the app just doing what it feels like doing. Fix the issues. Enough apps take ""bug reports"" but do nothing. Don't be like those apps.",0
it has very nice streaming quality and the playlists are amazing,1
I love this app Spotify is very very good app ðŸ¤—ðŸ¤—ðŸ’œðŸ’œðŸ’œðŸ–¤ðŸ’–ðŸ–¤ðŸ’,1
"I don't know what I would do without this app (although the shuffle feature needs a little work. I understand Spotify can see what I prefer to listen to, but I enjoy variety over listening to the same stuff over and over).",1
Shows an error every time I try to log in. When I was finally able to log in from a new email address it says that I am not connected to the internet. This is really frustrating.,0
lag when switching song,0
Why does it keep crashing?,0
"My experience with this app has been trivial.. I like listening to music with this app and I respect the need for ads without premium BUT, why must you keep people from going to a previous song? It's really snnoying and you shouldnt need premium just to go back a song :/",0
"Lyrics' line spacing after the last update became too large, previous one was giving a prettier look to the lyrics section. I understand the purpose (Make it easier to distinguish between lines while reading, maybe), but I suggest to only apply this large line spacing when there is a back to line (in the lyrics source) or whatever it's called. Now, there is that large space even when it's the same line but split in two due to space constraint.",0
It's not that good and it puts random songs into your like songs,0
Pretty good. Lately has been crashing a lot when I change songs though!!!,1
"Fantastic app! Great suggestions and created Playlists! I had been using another app, decided to subscribe to premium and so glad I did. I listen to a lot of different world genres and rare sounds. This app has been a huge improvement in my listening experience daily!",1
Horrible updater. Every time it up dates it will take hours or just freeze and not update at all cant even use it to download anything cause its stuck at 19% trying to update itself horrible app switch to stitcher,0
All my fav songs are available ðŸ˜Šbut few don't have lyrics ðŸ¥º please add them,0
They need to fix this app... it'll play without the play bar so I can't pause or skip,0
"Pretty good streaming music app, wish you could specifically select the song you want to hear from any given playlist like you can on the desktop version.",1
Too good,1
"What is up with free Spotify. I get that I'm not going to get the best version of the app but you only have 6 skips. The 6 skips are that bad but pair it with when you play a playlist it just plays random songs that aren't even on your playlist. So you skip those song but then the app is like: ""woah slow down instead of skipping try editing your playlist?"" And you can't edit your playlist because it's playimg random songs. And when you search noooo it has to play more random songs.",0
"Very good, but I'd love to be able to see a Top 20 All-time most popular for every artist with the total amount of plays.",1
It takes minutes to start any podcast,0
Awesome Sauce!!! Highly recommend!!! No Commercials!!!!,1
Your better off just using a different app because every time you try to play a song it just plays a random song,0
Swipe song to add to queue for android please! This would make life easier,0
The best app ever expected,1
Ye buhat acha app h mujy is se kafi faida hua,1
Nice Ad app u got der.ðŸ˜µâ€ðŸ’«ðŸ˜µâ€ðŸ’«,0
Awesome Besides having to pay for it,1
"It's disappointing cause I can't even play a full playlist anymore without skipping like before. Before, I used to play a playlist full without skipping a song and then just click the song of my pick,but now, I think this is the worst app I used.",0
Great ðŸ‘ no. Best music app,0
It's easy to use. An you can lesion to all your favorite bands,0
Great app tons of music,1
Decided to change music taste and got exactly the experience I was hoping for . Finding old songs and new ones .,1
"Please help me how do I fix this I can't open the app the logo is stuck in the screen, I tried restarting and reinstalling the app and it doesn't work. Fix this.",0
"It's okay, has a lot of selection to choose from. But, I have a liked list of like a thousand and I play on Xbox but there isn't a way to organize my music I have to queue it which gets exhausting. Other than that I would four or even five. Please fix",0
Great music app. Like it that new improvements come from time to time. Just want lyrics for all the songs I like.,1
"**Update: May 13 - Just downloaded another ""Update,"" but nothing has changed or improved. Still completely useless!** Last update killed Spotify! I've paid for Spotify Premium for nearly a year with no issues. After installing this latest update, early May 2022, I can no longer access my library, play music, or search for music. Literally, NOTHING WORKS with the new update. I uninstalled and reinstalled, but that didn't help. Please fix this immediately, or I will have to cancel my subscription.",0
"Love this. You can find anything and it is free. Tried other things but nothing like Spotify â˜ºï¸. So happy with it, if you haven't tried it you for sure should.",1
"I rate it 1 , becuase when i open spotify it always says that no connection internet but i have my internet:/",0
Doesn't allow me to play music from mixes on demand at times.,0
"Most entertaining and exciting,with excellent switching from one zoner to another swiftly.so many apps for music r there ,but SPOTIFY IS par excellence.",1
"When I open the app from Shazam it won't recognise the track/artist unless I manually search. Now the play bar keeps disappearing so I have to turn down the phone's volume and let endless random songs play until it reappears. Restarted phone twice, updated, problem still occurs. Now has cut out on my bluetooth headphones so all I'm getting is intermittent static. Emailed support. So annoyed. They can give a celebrity racist $100 million but can't be bothered to fix their own app. Ridiculous.",0
"Since this new update, when I manually switch to a different song, the music will start playing then suddenly stop and leave the app.",0
"Since my last review was deleted....long story short disgusting monetized app, since you guys make lots of money from the adds you guys put avery 2-3 songs (like 2-3 adds)....why block some futures under premium? Im sure u guys make same money from adds....uninstall and forget spotify exists!!!! ðŸ˜¡",0
"Incredible, better than Pandora in my notion and usesuch less battery...",1
"I don't understand why after selecting choice of songs, I can't click on the DONE button. Even when I try to use the back key to leave the page, it shows SKIP or CHOOSE ARTIST. I still cannot click any of those",0
"I am so annoyed by the fact that I was listening to my playlist and some random music suddenly appear, I did never search of that music nor add it to any of my playlist, is so annoying I really wish this bug get fix as soon as possible because it annoyed me a lot I mean a lot. Is a shame Spotify did not fix it",0
It's good but doesn't work with weak WiFi signals,0
Very easy to use get any band any album and any song I can think of I can always find it on spotify very pleased with my subscription with them,1
"amazing app for listening to music but if you don't have premium I have found you can struggle to play liked songs. but there is an easy fix, all you have to do is go to liked songs and click shuffle play. also you only get 6 skips per hour on songs so be careful but if you have premium you're fine. all around good app though",1
"Wonderful, easy and clear music, not hectic",1
Ok service . But it takes over phone. Starts up first over everything else when in car. Spotify lies about changing through settings.,0
Great access to all of my favorite songs. Unbelievably large library of music.,1
"Great, I used to just use it for music primarily but lately I've been getting into podcasts. Id have to say It's been pretty great.",1
"I always cut off promos before I start having to pay, most I'll do is 9.99 for a couple months. You guys provide hate content in podcasts, so you deserve no premium users or money. Remember the customers can make or break a company. You're free to have whoever you want, but we as customers, don't have to support you anymore. Lose customers, you lose profit. Simple. You'll profit as much as Truth Social and other clown sites. That's why ya'll had to turn to shareholders. They won't help you",0
"Sooooo glitchy lately! I love it otherwise, but this is frustrating! ðŸ˜¤",0
"Free music, and top choices, something not to like? Listen!",1
Best music platform ive had so far Recommended,1
Doesn't work well with the latest updates on Galaxy S10.,0
"When I click on a sound , another start playing",0
"i can't open my account, I can't open Spotify. My premium acc got into waste. Hope you can fix it soon",0
I enjoy the great selection of free music. I pay the monthly member price so I don't have to listen to advertisements.,1
"It could of been a 5 if only ther wasent an ad every 2 seconds that were 10mins, so less adds and more then 6 skips some songs trully sucks:( witch means when im in a bad mood or just in a mood to sing either adds keep popping up or the sung is lame and i already used the 6 skips, please fix this i really would like to use this app more often then feel like i would like to delete then redownload because of the adds and skips, snd the quality isent so poor it's been better tho, ty and byee !!!!!!",0
I honestly don't know any other music app that's even comparable to Spotify. I've been with them for about ten years and cannot imagine life without it. Truly.,0
Still the best music platform of the planet.,1
I like this app very much but it should be offline and I like it to hear without internet so I like to give only 4 stars,0
Every good for anyone that likes music,1
"My experience with Spotify has been great until just recently... Where does the ""currently playing bar"" or ""play/pause bar"" keep dissapearing to? Have to close the app and re open to get it back. Very annoying. Another thing that has always bothered me is that in order to remove a song from a Playlist you have to go to that Playlist and scroll until you find the song and then use the 3 dots to select remove from playlist. Why is this option not included in the menu while listening to the song??",0
Super audio quality,1
"Use to love spotify, was even worth the monthly cost for premium services, but taking away the preview for a song is disappointing,it was one of my favorite things, it made adding to my playlist so much easier, without this I won't continue my premium membership and may even find a new music app to use as my new main one",0
"Smooth easy to use. Keeps all my favourite music in easy to find ""daily mix"" playlist and it's very helpful",1
"CANT GET AARON NEVILLES TOP 10 SONGS ,WHY????No one in the world has a voice like aAron nevile H Why can't I hear his beautiful voice?????? Been TRYING TO HEAR HIS TOP 10 ITS ALL ABOUT THE MONEY, IVE GOT EVERY ON BUYING HIS CD -HIS TOP 10 FROM OUF FITNESS CENTER IN SUN CITY CENTER, FL. THEY LOVE HIM",1
I don't know how one of the biggest music companies in the world can't seem to figure out how to make their app work consistently. Your app is garbage. It only works 25% of the time. I can never pick up a podcast where I left off if I'd like to switch to music for a couple hours. Sometimes I can't even get the Podcast or music to PLAY. For a company this big... This apps performance is unacceptable.,0
Controls are missing.,0
"Lots of good content. The software is garbage. It freezes every time I use it; it never connects to the internet without my help; does not sync with Android Auto. Glitches galore, and it pisses me off every time I use the stupid app.",0
Great app for music and creating playlist,1
I can't even listen to music anymore my playlist does not work as well as all the other songs on Spotify.,0
"Used to work for me but it decided stop playing and it would freeze and now,it won't load and I get is a black screen and it says that I have no internet. Go figureðŸ¤·â€â™‚ï¸",0
What are the development costs of Spotify so far? How come it performs worse than most one-man projects out there by a long shot? Google music is becoming more and more appealing,0
"The songs aren't showing on my phone, they're just previews but on my friend's phone it's completely okay. :(",1
Oh my goodness it is really nice cz you get every music you want ðŸ¤ðŸ¤,1
Seems to be one of the last platforms that protects freedom of speech and truth!,0
"The new player UI is terrible, even I know that's not how to design a UI.",0
Best app for music hands down available on all platforms at an affordable price,1
"Too high of a price for the perks that it is offering. Regardless of using it on the phone (oneplus 7t, latest android version) or Desktop/laptop, whenever you search a song and the song ends it does not play similar songs after as it should. Sometimes when openi g the app, it says that I need to connect to the internet and I am not able to search songs. It works oly after I clear the chache. For these bugs, rhe price is way too hogh, therefore reviewing it as a 1 star app.",0
Fantastic a great mix of everything and anything.... Tunetastic,1
"Been very buggy since last update (Huawei P30). Play bar no longer at bottom of screen, crashing without notice, very difficult to listen to. Disappointing considering I have a Premium membership",0
The app is so useful. You can listen to the songs while doing anything n everything. Songs makes emotions more valuable. But I think they should decrease the rate of ads a little bit that's why I am giving it 4 for now but It will be set to 5 when the ad rate is deacresed. The song quality is so good that's why I will recommend to use this app for sure.,0
One of my favorite apps but I'm clicking on songs in my playlist and it works but after a couple of songs it plays music that's not even in my playlist and I can't even hear my playlist like bruh fix this now!!! ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ¤¦ðŸ»â€â™‚ï¸,0
Amazing music app all the best new music in the palm of my hand,1
the play button keeps on disappearing. please fix this!,0
Spotify was good untill they started the 8 ads in a row deal,1
I started using it recently...and I've enjoyed...until recently....I found out I can't play songs separately.......it's frustrating and I don't even.....pls...restore the prev settings pls....,0
Annoying amount of ads Ads pop up every 2 songs Rest assured spotify is a great app,1
I really love Spotify the value of this is so good and it makes me so happy,1
"Song/album radio declining in quality. Now radio function creates stale playlists based on songs you've already played instead of new songs related to the content you chose. Previously one of the selling points of the app, YouTube is providing much more service for the money",0
lqbal javed,1
It's an amazing app but sometimes it randomly turns off the music it self while i am writing something (texting someone),0
It always gives me the wrong songs,0
"Buggy, ads pause unexpectedly which means I can't listen to my music because the ads refuse to play. Podcast listening is a pain",0
I never seen this type of app it's worst app The app is not at all opening from first i didn't listen even one song also Pls solve this problem Spotify ðŸ‘ðŸ»,0
Spotify randomly stops playing and songs seem to stutter while phone is locked. It's days like this I miss google play music,0
I'm usually pretty satisfied with this app but it seems like we are no longer able to preview songs when adding songs to a playlist. I hope they bring back this feature because it made discovering new music super convenient.,0
"I've been using this app for years on a nearly daily basis, and it's worked without issue since then. Recently with this new update that's changed. Now I experience crashes, my player decides to disappear, the playlist shuffle button randomly switches to regular play, and my headphone Controlls don't work occasionally. Really annoying when I have to stop working to restart the app. It was perfect, why did you change it?",0
"Increase the download limit to atleast match your competitors, other then the download limit everythings ðŸ”¥",0
"Disgusting app ,doesnt alow you to play some of your favourite songs without premium membership",0
bring back free shuffle,1
Easy to get download and the music enjot,1
Premium Member for 6 years now; before and I've haven't had to buy an album again. Everything is fresh and theres always something new.,1
"Poor...30 seconds ads never felt like they last a long time till now. Especially when you're just trying to play music. I get that they need money...but bro...right in the middle of the Playlist? What's the point of listening your favorite song If an ads ruins your mood, hype and vybe just because you don't have premium.",0
"Genuinely disappointed wanted to listen to the good the bad and the ugly instead I got some other song and couldn't even select it because I'm a free user, what a scam",0
"It's quite a good app all the music you want and some you weren't even looking for! Overall, it's a banger and I hope you enjoy the app as much as I did!",1
"Watched a ""watch this for 30 minutes of uninterrupted music"" ad, hoping for an ad free shower. One song played, and when it was over it immediately played three ads back to back. Thought maybe it was a glitch, but when i heard at least two ads after every song, I knew I'd been lied to. This is the kind of thing I'd expect from YouTube, but I truly thought Spotify was better than that. Please, don't make me have to find a new favorite music source after at least 7 years of dedication to you!",0
"Theirs alot of ads tho, the shuffle is REALLY annoying, & I hate how we cant skip the music as much as we like.",0
just love the selection of music & love the addition of the Lyrics,1
All the music i can and want to listen to.,1
The adds are too much and im not paying for premium. other than that this is a good app,0
Best music app if you're a paid user. Although the podcasts are trash and get recommended on the home screen that you can't remove so it's really irritating.,0
Great place to experience your playlist and to be moved by them.,1
"It is very glitchy lately, the play/ pause button on the bottom of my screen disappears, and I have to close the app to pause music. Also, does not show on my lock screen anymore.",0
"BRING BACK SONG CLIPS/PREVIEWS FOR ADDING TO PLAYLISTS!!! P!ssed off... I FINALLY decided to bite the bullet & make the arduous manual switch from Pandora, MAINLY bcz of the excellent interface for creating playlists, and what do they do almost immediately? Take it away. IT IS IMMORAL TO TAKE AWAY SERVICES WHEN YOU ARE STILL CHARGING THE SAME AMT!! That was one of the main reasons I hated Pandora and now it's the same Fing BS with Spotify. Not worth premium, but no better options so here we are.",0
"my last review was about me not being able to use Spotify because it's ""offline"" my wifi is turned on and I have stable service. I cleared my cache, didn't work so I cleared my storage. When I tried to log in it didn't work! I know the password. tried logging in on my laptop it worked! I uninstalled the app, I place my info so I can log it it says 'logging in' it took so long so I sent myself an email, I press it it takes SOOOOO long again but all it says ""link has expired""it wasn't even 4hrs!!!",0
"I am unable to search for songs even when I'm connected to a strong network, either a mobile data plan or wifi. This has been am issue for over a month now. I don't know what kind of effect will this review have but hoping that the aforementioned bug is resolved soon. I will change my review status once this bug is fixed.",0
Keeps deleting my review for some reason. I canceled my spotify due to their low sound quality and switched to a service which has hifi and pays artist better for the same price. Very happy to no longer use this app.,0
"Outstanding vin YOUR field.... dev team esp EVA group,? ALL folded when our group of beauties showed up. But took til now to get all the shelves cleared of scratchy wax. Thanks for keeping dabwaves humming",1
NICE,1
What is going on with Spotify it won't play the song I want the when it does it starts half way through then when I type a particular band I like and the next song has nothing to do with the band I put in then after every song it plays 2 to 3 adds it used to be so good now I've unistalled and reinstalling it to see if that's the problem but if it keeps doing what's it's doing then I will never use the app again,0
They dont have vultures,1
Song all are good have good quality and all but even though I'm online it is showing offline and can't get songs while I'm searching and also can't get the lyrics bcs it shows offline,0
The pause button is on the left side and the skip buttons are in the middle... It looks terrible and I hope this bug will be fixed soon,0
Why don't we have feature to change sequences of songs in our playlist,0
"9.99 for 3 months is what the standard should be. No way will I pay anymore than that for this buggy, invasive, irritating and frustrating app. When it works 100%, its a great app. Unfortunately, it typically falls short of that mark.",0
"What a fantastic experience. All the music I love, where and whenever I want. If this app doesn't close I will never use Spotify again. Revert to ZERO ðŸŒŸ",1
Sound quality is awesome.,1
"Terrible UX in this app. And to top that off most of the time searching a song and hitting play triggers an ad, and once you sit through that BS, it just plays an entirely different song. You had one job.",0
Brilliant. All my music in 1 place all the time with me... what more do you want....,1
Great to receive Spotify app because it awesome,1
I like the music on here and I like the fact they kept Joe Rogan on here and cancel the Obamas. Love it!!! Finally an app thats going in the correct direction!,1
"Music. Lots, and lots of beautiful music. Glad I got the privilege to have this app :)) Oh, and also podcasts, documentaries and some others. It's actually a very good app, and would recommend it to flippin' anyone",1
Excellent app for music lovers with ease of listening to your favourite music anytime...anywhere..fantastic,1
Works great until it doesn't.,1
I liked it,1
Love it i totally recomend it bit the ads suck,0
Literally have to reinstall this app everyday. It just doesn't work. Probabally should end my membership. This is garbage.,0
"Last few days spotify has been bugging out, needs a fix. The media player won't show up and the app will randomly stop playing music.",0
This is a really good app to has all the songs I want but on my phone they only give you about 6 skips afterwards you can't skip a song,1
"Seems like the recent update broke it, the current song doesn't show",0
"It's Spotify, better than it used to be even, honestly... Im impressed",1
This app is amazing.but the problem is were listening the music after the song ads will automatically play,0
Don't download unless you're paying for premium If you're listening for free you'd only get frustrated trust me ðŸš®,0
"Every time it's time to play the ads, the app crashes. Also, have you all stopped giving 30 minutes of ad free listening, because I haven't been offered that in a few days.",0
Love it best music app,1
"After the last update, there are some bugs, the music suddenly stops, or the control bar isn't visible Doesn't want to open, it crashes constantly",0
One of the best applications for songs,1
"I have no idea if something's wrong with my Phone, but the new GUI is so confusing now, I can't choose specific songs on my playlist and it forces me to listen to suggestions, this is not improving the app in any way, shape, or form, please revert this back to the old GUI.",0
Keeps crashing and won't play my downloaded episodes without my data being on. Which defeats the purpose,0
"Great music or podcast streaming app. Would recommend because its easy and simple to use. I use it on my xbox and it makes listening to things easier, there are a few issues but it works quite well because I can even connect my phone to it.",1
"Incredibly easy to use, great recommendations, no hidden charges and no constant pressure to upgrade. Wish I'd used it sooner!",0
Ads are annoying but other than that it's great ðŸ‘,1
Love the variety & ability to create your own playlist,1
I can't copy any links to share songs.,0
"I loved it It had best experience instead of other applications. But after latest update, When I open it it automatically closes Please fix this quickly as possible......",0
This is the best music player I have ever had Spotify has all the song you like you can put them in your liked category and you you have daily mixes that you will enjoy that's why I love using Spotify 5 stars.,1
"hate it, where the hell did the skip button is? And i can't choose what to listen to . It always gives me random songs when I click one, and I hate the shuffle thing, I want to pick what I want from my personal playlist. I tried downloading lite and it was good for a while until the same problem is happening, am moving.",0
It good and all just I hate how if you don't have premium that they would play songs that aren't even in your playlist it's like mad annoying ðŸ™„,0
"Amazing music experience but two adds for a dumb premium membership, thst i dont like plus the app keeps freezing and nothing is wrong with my phone.",1
"Best app to listen to music, unfortunately some of the rarest song & artist that i was looking forward to listen sometime not available ðŸ˜¢",0
"Got Spotify for my daughter who runs and wanted it for Music. In the end, I would say I benefited the most. I have made multiple Playlists of Music and am a listener of numerous medical podcasts since I do not have much time for reading. Thanks very much!",1
"There's a new glitch that makes the play bar disappear completely in the app and outside of it, so it's impossible to control things.",0
It kinda makes the app purposely worse to try and get you to buy premium,0
"I find it incredibly stupid on how I can only shuffle my music and not listen to individual albums without shuffle. If I can do this on my computer with the free version, I should be able to do the same on my phone. Otherwise, I'll just listen to the full albums from my phone using YouTube. It's in better quality, too!",0
Nice music so refreshing to hear some songs!,1
It does not open and is stuck on the login page,0
I like Spotify and learning to never gate the system. I get my Gospel music. Thanks,1
"Using Spotify from 3 years and it worth every single penny, best music app. 100% satisfied.",1
Very inspiring. I feel blessed everytime i tune in. God bless you guys richly in the precious name of Jesus the Christ!,1
"I'm really not happy with Spotify. All I listen to most importantly is the podcast. It never loads. If Spotify isn't meant for podcasts, please kindly let us know.",0
"Most irritating app ever, I've never found as much advertisement in spotify apart from any other apps... I understand their will be ads in other apps as well but spotify is just too much...",0
"It's like every feature has an Easter egg as to how it's broken. Listing all the bugs I've found on this app would make me die of exhaustion. Update in 2022: Every feature has at one point or another broken in functionality for me. Still. Update 2022 (again): Spotify asked me to rate the app, so I continued giving it 1 star ðŸ‘",0
"You shouldnt have to buy premium to play an individual song, instead of it randomly generating a playlist and shuffling it into it for you to find.",0
The app is very good but there are to many adds,1
so good,1
"Still cannot run spotify in the background despite updating, despite having the option to play spotify in the background ON. There is definitely an issue here.",0
"Bruh why do u need to wait for an hour to skip? What's the point of that, it's literally a music app so why. This app is just stressing me out bro, can't even listen to a music without listening to an ad for like 30 secs. You need to fix your playlist why do I have to listen to many songs when I only search one, ONE, if your gonna make an app make it like it's worth it not an ad music, fix your app it's not that hard bruh.",0
"I enjoy it! It's reliable, has a variety from Joyce Meyers to Steve Harvey to Crime. I listen on my laptop and phone.",1
I loved this service and have been a paid subscriber for a few years but will have to find another service. Since the last update the media information has not been showing on stereo I contacted support who told me the new update no longer supports my 3 yr old over $1000 kenwood head unit. Guess it's time to try pandora!,0
How many millions of dollars before they can make an app not full of faults? I've seen apps spun up in a few days for something far more niche and low budget perform better than this. A disgrace.,0
Seems pretty good. I would definitely say it's better than a lot of the music apps out there. Definitely recommend it!,1
"As one of your customer, we got the wrong track while streaming and Spotify did not take action. How can you let hackers compromise your credibility and access your system? We don't pay premiums just to experience incompetence like this with your app and staff. We will continue to give bad reviews if you won't fix this problem.",0
"Best streaming app! Only thing to add is, that you can swipe right to queue up a song.",0
"Good music app ðŸ‘ You can listen offline or online and make playlists with songs you like . You can also find playlists and podcasts, I recommend getting this app :)",1
One of the best apps that you can listen to All the music lovers can enjoy listening here,1
I have had Spotify for quite a few years now. I have tried most music apps. I love music and I love Spotifying. Love Robbie Rob,1
"I went from giving 5 stars down to 3 because when I'm in the app playing music, the controls for the music don't appear. I have NO WAY of pausing or skipping a song. The widget for the app doesn't work either. PLEASE FIX SPOTIFY!",0
I wonder like to listen more western Contact English language songs song more then Reginal sons need more English songs New add more k pop songs good Hindi. Song recommended also,1
"Great app. Vvv questionable ethics. Id rather buy CDs than support investments into the war machine. Like this is straight outta Black Mirror. Yeah, no bye.",0
GOOD APS,1
Excellent,1
"Lockscreen widget vanished. I would love it back, especially when driving When reconnecting to my car I have to reopen app and force it to start playing Both issues seemed to start with android 12 with pixel 4 XL",0
Listening to 2 songs = hearing 7 ads,0
GREAT,1
"I use the app to play music for my dog when he is alone, since he has separation anxiety. However, every single time, I come back and find music is not playing and the app has shut down itself even! I even bought a premium account, but it does the same and I just don't understand why on earth.",0
Great way to listen to a variety of music anywhere.,1
